state_name;county_name;state_fips;county_fips;age_adjusted_percent;age_adjusted_percent_sd;age_adjusted_percent_95l;age_adjusted_percent_p5u;est_percent;percent_sd;percent_95l;percent_95u;estimated_total;estimated_total_sd;estimated_total_95l;estimated_total_95h;v1;v2;obesity_bin;obesity_category;cty_name_2;state_2;elevation;long;lat
UTAH;Summit;49;43;13.7;1.1;11.6;16;13.9;1.2;11.8;16.3;3634;301;3074;4241;;;1;0;Summit;Utah;36324;40.727812;-111.47076
UTAH;Tooele;49;45;30.7;1.7;27.5;34.3;30.5;1.8;27.1;34.1;11040;652;9809;12370;;;4;4;Tooele;Utah;58218;40.56078;-112.379217
UTAH;Uintah;49;47;27.3;2.1;23.3;31.5;27.4;2.1;23.5;31.7;5486;419;4695;6337;;;2;1;Uintah;Utah;32588;40.42648;-109.597164
UTAH;Utah;49;49;25;1.1;22.9;27.2;24.2;1.2;22;26.5;78010;3709;70860;85500;;;2;0;Utah;Utah;516564;40.272349;-111.73158
UTAH;Wasatch;49;51;22.5;1.5;19.7;25.6;22.4;1.5;19.6;25.5;3179;211;2779;3614;;;1;0;Wasatch;Utah;23530;40.505696;-111.412248
UTAH;Washington;49;53;23.7;2;20;27.7;23.2;1.9;19.7;27.1;21910;1788;18580;25550;;;1;0;Washington;Utah;138115;37.135163;-113.519705
UTAH;Wayne;49;55;23.3;4.5;15.7;33.2;23.6;4.5;16.1;33.6;427;81;291;608;;;1;0;Wayne;Utah;2778;38.361636;-111.467245
UTAH;Weber;49;57;26.3;1.4;23.6;29.1;26.3;1.4;23.7;29.1;40380;2138;36310;44730;;;2;1;Weber;Utah;231236;41.224614;-111.990305
VERMONT;Addison;50;1;21.5;1.4;18.9;24.3;21.6;1.3;19.2;24.3;5896;360;5229;6626;;;1;0;Addison;Vermont;36821;44.06247;-73.166759
VERMONT;Bennington;50;3;22.3;1.5;19.6;25.3;22.6;1.4;20;25.3;6335;381;5610;7108;;;1;0;Bennington;Vermont;37125;42.972541;-73.15352
VERMONT;Caledonia;50;5;25;1.7;21.8;28.6;25;1.6;21.9;28.2;5789;369;5086;6536;;;2;0;Caledonia;Vermont;31227;44.467875;-72.07512
VERMONT;Chittenden;50;7;18.7;0.7;17.3;20.2;19.1;0.7;17.7;20.5;21690;820;20130;23340;;;1;0;Chittenden;Vermont;156545;44.480855;-73.149444
VERMONT;Essex;50;9;23.8;2.8;18.7;29.7;23.9;2.7;19;29.4;1217;136;970;1502;;;1;0;Essex;Vermont;6306;44.666929;-71.740577
VERMONT;Franklin;50;11;27;1.5;24.2;30;27.5;1.4;24.7;30.4;9616;498;8657;10650;;;2;1;Franklin;Vermont;47746;44.840447;-72.993263
VERMONT;Grand Isle;50;13;24.2;2.8;19.2;30.1;24.4;2.7;19.5;30.1;1466;163;1171;1811;;;1;0;Grand Isle;Vermont;6970;44.79441;-73.298303
VERMONT;Lamoille;50;15;23.3;1.7;20.2;26.7;23.7;1.6;20.7;27;4444;308;3874;5067;;;1;0;Lamoille;Vermont;24475;44.58756;-72.653257
VERMONT;Orange;50;17;25.5;1.6;22.4;28.7;25.8;1.5;22.9;28.8;5719;337;5075;6393;;;2;0;Orange;Vermont;28936;43.996017;-72.394216
VERMONT;Orleans;50;19;25.9;1.7;22.6;29.5;26.2;1.6;23.2;29.6;5501;345;4862;6206;;;2;0;Orleans;Vermont;27231;44.864953;-72.223292
VERMONT;Rutland;50;21;25.1;1.3;22.7;27.7;25.1;1.2;22.9;27.4;12350;571;11270;13490;;;2;0;Rutland;Vermont;61642;43.601633;-73.045536
VERMONT;Washington;50;23;21.7;1.1;19.6;24;21.9;1.1;19.9;24.1;9941;480;9023;10920;;;1;0;Washington;Vermont;59534;44.241925;-72.58392
VERMONT;Windham;50;25;22.8;1.4;20.3;25.7;22.9;1.2;20.6;25.4;7680;414;6899;8515;;;1;0;Windham;Vermont;44513;42.95631;-72.61616
VERMONT;Windsor;50;27;23.4;1.2;21.1;26;23.6;1.1;21.5;25.8;10470;490;9532;11450;;;1;0;Windsor;Vermont;56670;43.545556;-72.491252
VIRGINIA;Accomack;51;1;31.5;2.5;26.9;36.8;31.4;2.4;26.9;36.4;9019;691;7736;10450;;;4;4;Accomack;Virginia;33164;37.784132;-75.641008
VIRGINIA;Albemarle;51;3;23.8;2.2;19.8;28.5;23.9;2.2;19.9;28.5;16490;1531;13730;19710;;;1;0;Albemarle;Virginia;98970;38.05016;-78.516763
VIRGINIA;Alexandria;51;510;21.3;1.6;18.3;24.5;21.3;1.6;18.3;24.6;23960;1828;20550;27680;;;1;0;Alexandria;Virginia;139966;38.820052;-77.09256
VIRGINIA;Alleghany;51;5;26.5;3.1;20.8;33.1;26.4;3;21;32.7;3274;366;2601;4052;;;2;1;Alleghany;Virginia;16250;37.800535;-79.929401
VIRGINIA;Amelia;51;7;29;3.2;23.2;36;29.2;3.1;23.5;36;2820;304;2275;3480;;;3;2;Amelia;Virginia;12690;37.341681;-77.977011
VIRGINIA;Amherst;51;9;28.5;3.2;22.8;35.1;28.4;3;22.9;34.8;7019;752;5657;8597;;;3;2;Amherst;Virginia;32353;37.519237;-79.102718
VIRGINIA;Appomattox;51;11;29;3.3;23.2;35.9;29.1;3.2;23.4;35.7;3194;349;2570;3925;;;3;2;Appomattox;Virginia;14973;37.359958;-78.833953
VIRGINIA;Arlington;51;13;20.7;1.6;17.8;23.8;20.8;1.6;17.8;24;35000;2703;30010;40450;;;1;0;Arlington;Virginia;207627;38.8749;-77.10082
VIRGINIA;Augusta;51;15;26;2.6;21.2;31.5;26.2;2.6;21.5;31.6;14340;1416;11760;17270;;;2;0;Augusta;Virginia;73750;38.12803;-79.032141
VIRGINIA;Bath;51;17;27.2;3.5;20.7;34.7;27;3.3;20.9;33.9;998;124;775;1257;;;2;1;Bath;Virginia;4731;38.017866;-79.764614
VIRGINIA;Bedford;51;19;24.7;2.7;19.8;30.3;24.9;2.6;20.2;30.4;12810;1334;10360;15620;;;1;0;Bedford;Virginia;68676;37.314607;-79.497893
VIRGINIA;Bedford;51;515;29.3;3.6;22.8;37.2;28.4;3.4;22.3;35.6;1396;165;1095;1748;;;3;3;Bedford;Virginia;6222;37.337281;-79.520701
VIRGINIA;Bland;51;21;28.1;3.6;21.7;36;27.9;3.5;21.7;35.5;1574;197;1223;2002;;;3;2;Bland;Virginia;6824;37.150725;-81.089354
VIRGINIA;Botetourt;51;23;26.4;3;20.9;32.7;26.7;2.9;21.3;32.8;6708;731;5357;8263;;;2;1;Botetourt;Virginia;33148;37.448222;-79.851418
VIRGINIA;Bristol;51;520;26.1;3.4;20;33.4;25.4;3.2;19.8;32.3;3463;437;2699;4396;;;2;0;Bristol;Virginia;17835;36.610479;-82.169512
VIRGINIA;Brunswick;51;25;32.9;3.1;27.2;39.5;32.8;3.1;27.3;39.2;4535;426;3771;5420;;;5;5;Brunswick;Virginia;17434;36.756799;-77.86074
VIRGINIA;Buchanan;51;27;30.8;3.5;24.5;38.3;30.9;3.4;24.7;38.1;5771;634;4618;7129;;;4;4;Buchanan;Virginia;24098;37.264125;-82.058814
VIRGINIA;Buckingham;51;29;30.8;3.1;25.1;37.5;31;3.1;25.3;37.7;3906;392;3189;4753;;;4;4;Buckingham;Virginia;17146;37.582102;-78.483454
VIRGINIA;Buena Vista;51;530;26.6;3.5;20.4;34.3;26.2;3.4;20.2;33.4;1266;164;978;1615;;;2;1;Buena Vista;Virginia;6650;37.734133;-79.352493
VIRGINIA;Campbell;51;31;28.5;3;23;34.6;28.5;2.9;23.2;34.5;11520;1177;9392;13940;;;3;2;Campbell;Virginia;54842;37.25795;-79.165807
VIRGINIA;Caroline;51;33;29.2;3.2;23.5;35.8;29.4;3.2;23.6;36;6001;648;4823;7352;;;3;3;Caroline;Virginia;28545;38.008601;-77.433166
VIRGINIA;Carroll;51;35;30.2;3.5;23.7;37.8;29.9;3.3;23.7;36.9;6834;766;5417;8452;;;4;4;Carroll;Virginia;30042;36.712893;-80.763589
VIRGINIA;Charles;51;36;32.6;3.6;26.2;40.2;33;3.5;26.7;40.2;1881;198;1524;2295;;;5;5;Charles;Virginia;7256;37.381884;-77.102373
VIRGINIA;Charlotte;51;37;28.6;3.2;23;35.3;28.3;3;22.9;34.7;2641;279;2138;3232;;;3;2;Charlotte;Virginia;12586;37.017568;-78.630844
VIRGINIA;Charlottesville;51;540;26.5;3;21.2;33;26;3.1;20.7;32.6;8494;1005;6751;10640;;;2;1;Charlottesville;Virginia;43475;38.033545;-78.490591
VIRGINIA;Chesapeake;51;550;27.5;1.9;24;31.4;27.9;1.9;24.4;31.9;44130;3007;38610;50390;;;3;1;Chesapeake;Virginia;222209;36.757515;-76.282263
VIRGINIA;Chesterfield;51;41;26.8;2;23.1;31;27.3;2;23.5;31.6;59570;4449;51370;68950;;;2;1;Chesterfield;Virginia;316236;37.418224;-77.550555
VIRGINIA;Clarke;51;43;26.2;3.2;20.3;32.9;26.3;3.1;20.6;32.9;2932;345;2299;3664;;;2;0;Clarke;Virginia;14034;39.129687;-77.988093
VIRGINIA;Colonial Heights;51;570;27.4;3.4;21.4;34.9;26.9;3.3;21.2;34.1;3645;442;2862;4615;;;2;1;Colonial Heights;Virginia;17411;37.264094;-77.401027
VIRGINIA;Covington;51;580;27.6;3.6;21.4;35.3;27.3;3.4;21.3;34.6;1300;162;1017;1650;;;3;1;Covington;Virginia;5961;37.781277;-79.98934
VIRGINIA;Craig;51;45;25.9;3.5;19.9;33.5;26;3.3;20.1;33.3;1025;132;790;1310;;;2;0;Craig;Virginia;5190;37.476038;-80.174522
VIRGINIA;Culpeper;51;47;28.7;3;23.3;35.1;28.8;3;23.4;35.1;9762;1008;7925;11910;;;3;2;Culpeper;Virginia;46689;38.500155;-77.997848
VIRGINIA;Cumberland;51;49;30.7;3.5;24.4;37.9;30.7;3.4;24.5;37.7;2234;245;1784;2748;;;4;4;Cumberland;Virginia;10052;37.483249;-78.257306
VIRGINIA;Danville;51;590;28.3;3;22.9;34.6;27.8;2.8;22.7;33.4;9395;937;7669;11290;;;3;2;Danville;Virginia;43055;36.591119;-79.409867
VIRGINIA;Dickenson;51;51;29.4;3.5;23;37;29.4;3.4;23.2;36.5;3790;436;2990;4704;;;3;3;Dickenson;Virginia;15903;37.142003;-82.379283
VIRGINIA;Dinwiddie;51;53;30.8;3.1;25.2;37.5;31.2;3.1;25.6;37.9;6159;612;5046;7468;;;4;4;Dinwiddie;Virginia;28001;37.135094;-77.560538
VIRGINIA;Emporia;51;595;31.4;3.6;24.8;38.9;30.9;3.4;24.7;38.2;1306;144;1041;1614;;;4;4;Emporia;Virginia;5927;36.691841;-77.541306
VIRGINIA;Essex;51;57;31.5;3.5;25.3;39.1;31.3;3.4;25.3;38.6;2662;286;2155;3284;;;4;4;Essex;Virginia;11151;37.911272;-76.90549
VIRGINIA;Fairfax;51;59;22.2;1.6;19.1;25.5;22.7;1.6;19.7;25.9;168500;11870;146200;192300;;;1;0;Fairfax;Virginia;1081726;38.843734;-77.258936
VIRGINIA;Fairfax;51;600;26.9;2.9;21.6;32.9;26.9;2.9;21.6;32.8;4976;532;4004;6062;;;2;1;Fairfax;Virginia;22565;38.852046;-77.302597
VIRGINIA;Falls Church;51;610;26.6;3.3;20.7;33.5;26.9;3.2;21.1;33.7;2319;277;1816;2907;;;2;1;Falls Church;Virginia;12332;38.883689;-77.173924
VIRGINIA;Fauquier;51;61;25.9;2.6;21.2;31.3;26.4;2.6;21.7;31.7;12980;1268;10680;15590;;;2;0;Fauquier;Virginia;65203;38.696041;-77.777194
VIRGINIA;Floyd;51;63;25.7;3.2;20;32.5;25.7;3.1;20.2;32.2;2938;351;2307;3681;;;2;0;Floyd;Virginia;15279;36.944158;-80.342686
VIRGINIA;Fluvanna;51;65;28.3;3.1;22.7;34.8;28.2;3.1;22.7;34.6;5377;583;4325;6592;;;3;2;Fluvanna;Virginia;25691;37.888175;-78.301879
VIRGINIA;Franklin;51;67;26.3;2.9;21.2;32.2;26.3;2.8;21.3;32.1;10380;1087;8408;12640;;;2;1;Franklin;Virginia;56159;37.016004;-79.861232
VIRGINIA;Franklin;51;620;31;3.4;24.9;38.3;30.8;3.3;24.9;37.9;1981;212;1600;2436;;;4;4;Franklin;Virginia;8582;36.678687;-76.936518
VIRGINIA;Frederick;51;69;28.8;2.9;23.6;34.9;29.1;2.9;23.9;35.1;15770;1559;12950;19060;;;3;2;Frederick;Virginia;78305;39.168677;-78.193089
VIRGINIA;Fredericksburg;51;630;27.5;3.2;21.8;34.4;27;3.2;21.3;33.9;4338;519;3432;5448;;;3;1;Fredericksburg;Virginia;24286;38.298644;-77.4809
VIRGINIA;Galax;51;640;27;3.6;20.6;34.5;26.4;3.4;20.4;33.6;1352;173;1044;1717;;;2;1;Galax;Virginia;7042;36.665998;-80.918362
VIRGINIA;Giles;51;71;24.7;3;19.4;31.1;24.7;2.9;19.5;30.9;3284;387;2586;4104;;;1;0;Giles;Virginia;17286;37.317609;-80.71689
VIRGINIA;Gloucester;51;73;25.5;2.7;20.5;31.2;25.7;2.7;20.9;31.3;7515;775;6095;9147;;;2;0;Gloucester;Virginia;36858;37.377825;-76.530947
VIRGINIA;Goochland;51;75;25.8;2.8;20.7;31.8;26;2.8;20.9;32;4228;454;3405;5203;;;2;0;Goochland;Virginia;21717;37.703091;-77.85186
VIRGINIA;Grayson;51;77;26.9;3.4;21;34;26.6;3.2;21;33.3;3383;401;2668;4225;;;2;1;Grayson;Virginia;15533;36.648239;-81.1193
VIRGINIA;Greene;51;79;27.2;3.3;21.3;34.3;27.5;3.3;21.6;34.6;3521;422;2767;4434;;;2;1;Greene;Virginia;18403;38.254353;-78.422182
VIRGINIA;Greensville;51;81;31.9;3.4;25.6;39.1;32.1;3.5;25.7;39.5;3111;340;2497;3830;;;4;5;Greensville;Virginia;12243;36.721194;-77.537371
VIRGINIA;Halifax;51;83;31.2;2.8;26.1;36.9;30.9;2.6;26.1;36.2;8331;693;7043;9750;;;4;4;Halifax;Virginia;36241;36.75003;-78.927107
VIRGINIA;Hampton;51;650;34.4;2.5;29.7;39.6;34.5;2.5;29.9;39.7;36940;2664;31960;42480;;;5;5;Hampton;Virginia;137436;37.042681;-76.366965
VIRGINIA;Hanover;51;85;25.6;2.3;21.5;30.3;25.8;2.2;21.8;30.3;18930;1598;15990;22250;;;2;0;Hanover;Virginia;99863;37.687345;-77.420161
VIRGINIA;Harrisonburg;51;660;26.5;3.2;20.8;33.4;26.2;3.4;20.3;33.5;8194;1067;6353;10480;;;2;1;Harrisonburg;Virginia;48914;38.440627;-78.868871
VIRGINIA;Henrico;51;87;26.9;2;23.2;31;27;2;23.3;31;58190;4205;50220;66850;;;2;1;Henrico;Virginia;306935;37.60276;-77.495683
VIRGINIA;Henry;51;89;28.3;2.7;23.4;34.1;28.2;2.6;23.6;33.7;12110;1116;10130;14470;;;3;2;Henry;Virginia;54151;36.690407;-79.903132
VIRGINIA;Highland;51;91;25.8;3.6;19.3;33.4;25.4;3.3;19.5;32.4;514;67;395;656;;;2;0;Highland;Virginia;2321;38.386074;-79.568796
VIRGINIA;Hopewell;51;670;31.1;3.3;25.1;38.3;30.9;3.3;25;37.9;5078;536;4107;6233;;;4;4;Hopewell;Virginia;22591;37.289087;-77.304582
VIRGINIA;Isle of Wight;51;93;29.7;2.9;24.3;35.9;29.9;2.9;24.6;36;7991;772;6585;9613;;;3;3;Isle of Wight;Virginia;35270;36.921892;-76.655375
VIRGINIA;James;51;95;26.3;2.7;21.3;32;26;2.6;21.2;31.4;12630;1269;10290;15270;;;2;1;James;Virginia;67009;37.294786;-76.757657
VIRGINIA;King and Queen;51;97;30.1;3.4;23.9;37.6;30.3;3.3;24.2;37.3;1605;176;1282;1980;;;4;3;King and Queen;Virginia;6945;37.699158;-76.89237
VIRGINIA;King George;51;99;27.2;3.1;21.7;33.8;27.5;3.1;21.8;34.2;4535;519;3602;5640;;;2;1;King George;Virginia;23584;38.291254;-77.162858
VIRGINIA;King William;51;101;29.1;3.3;23.2;36.2;29.3;3.3;23.5;36.4;3463;387;2772;4302;;;3;3;King William;Virginia;15935;37.702616;-77.05673
VIRGINIA;Lancaster;51;103;28.3;3.4;22.4;35.3;27;3;21.6;33.1;2525;279;2017;3091;;;3;2;Lancaster;Virginia;11391;37.70389;-76.437123
VIRGINIA;Lee;51;105;32.8;3.5;26.5;40.1;32.6;3.3;26.5;39.6;5902;604;4787;7158;;;5;5;Lee;Virginia;25587;36.715746;-83.103165
VIRGINIA;Lexington;51;678;27.7;3.6;21.3;35.2;26.7;3.5;20.4;34.1;1369;180;1050;1753;;;3;1;Lexington;Virginia;7042;37.784093;-79.442982
VIRGINIA;Loudoun;51;107;23;1.7;19.8;26.6;23.3;1.8;19.9;27;46060;3516;39390;53300;;;1;0;Loudoun;Virginia;312311;39.047874;-77.510676
VIRGINIA;Louisa;51;109;28.6;3.1;22.9;35;28.7;3;23.2;34.9;7115;748;5748;8645;;;3;2;Louisa;Virginia;33153;37.979376;-77.965373
VIRGINIA;Lunenburg;51;111;31.3;3.3;25.3;38.3;31.1;3.2;25.4;37.8;3209;328;2622;3899;;;4;4;Lunenburg;Virginia;12914;36.970055;-78.21653
VIRGINIA;Lynchburg;51;680;29.5;3;24;35.9;29.1;2.9;23.7;35.2;15310;1547;12480;18550;;;3;3;Lynchburg;Virginia;75568;37.394382;-79.188942
VIRGINIA;Madison;51;113;29.4;3.4;23.4;36.7;29.3;3.3;23.5;36.3;3070;343;2456;3800;;;3;3;Madison;Virginia;13308;38.378917;-78.23516
VIRGINIA;Manassas;51;683;26.7;3.2;21.1;33.3;27;3.2;21.3;33.6;6526;764;5149;8108;;;2;1;Manassas;Virginia;37821;38.753009;-77.474795
VIRGINIA;Manassas Park;51;685;28;3.4;21.9;35.2;28.3;3.5;22.1;35.8;2107;262;1642;2663;;;3;2;Manassas Park;Virginia;14273;38.772139;-77.448892
VIRGINIA;Martinsville;51;690;30.8;3.5;24.4;37.9;30;3.2;24.1;36.6;3380;364;2715;4123;;;4;4;Martinsville;Virginia;13821;36.683587;-79.86482
VIRGINIA;Mathews;51;115;27.9;3.6;21.6;35.6;27.6;3.3;21.7;34.7;2028;244;1598;2553;;;3;2;Mathews;Virginia;8978;37.444144;-76.342952
VIRGINIA;Mecklenburg;51;117;30.2;2.7;25.2;35.9;29.9;2.6;25.1;35.2;7502;642;6291;8840;;;4;4;Mecklenburg;Virginia;32727;36.691889;-78.320815
VIRGINIA;Middlesex;51;119;27.2;3.3;21.5;34.1;26.7;3;21.3;33.2;2284;259;1824;2839;;;2;1;Middlesex;Virginia;10959;37.601651;-76.504547
VIRGINIA;Montgomery;51;121;25.9;2.6;21.3;31.3;26;2.7;21.1;31.7;17310;1815;14050;21120;;;2;0;Montgomery;Virginia;94392;37.189631;-80.412336
VIRGINIA;Nelson;51;125;26.1;3.1;20.6;32.5;26;2.9;20.8;32.1;3135;349;2508;3874;;;2;0;Nelson;Virginia;15020;37.810028;-78.871691
VIRGINIA;New Kent;51;127;28.2;3.3;22.5;35.1;28.6;3.3;22.8;35.5;3865;443;3085;4791;;;3;2;New Kent;Virginia;18429;37.497253;-77.037031
VIRGINIA;Newport News;51;700;29.5;2.6;24.7;34.7;29.7;2.6;24.9;34.9;36610;3159;30670;43030;;;3;3;Newport News;Virginia;180719;37.089637;-76.495942
VIRGINIA;Norfolk;51;710;30.6;2.2;26.4;35;30.6;2.2;26.3;35.2;49650;3631;42760;57200;;;4;4;Norfolk;Virginia;242803;36.891356;-76.262277
VIRGINIA;Northampton;51;131;30.1;2.9;24.7;36.1;29.8;2.7;24.9;35.4;3033;274;2528;3602;;;4;3;Northampton;Virginia;12389;37.389508;-75.917594
VIRGINIA;Northumberland;51;133;30.9;3.3;24.9;38;29.9;3;24.5;36.1;3121;312;2553;3773;;;4;4;Northumberland;Virginia;12330;37.890865;-76.414247
VIRGINIA;Norton;51;720;26.7;3.5;20.4;34.1;26.6;3.4;20.5;33.8;769;98;592;977;;;2;1;Norton;Virginia;3958;36.938169;-82.624348
VIRGINIA;Nottoway;51;135;31.5;3.1;25.9;38.1;31.3;3;25.9;37.7;3861;372;3189;4648;;;4;4;Nottoway;Virginia;15853;37.144866;-78.075207
VIRGINIA;Orange;51;137;27.3;3;21.8;33.7;27;2.9;21.7;33.2;6819;740;5487;8384;;;2;1;Orange;Virginia;33481;38.267152;-77.966785
VIRGINIA;Page;51;139;28.7;3.5;22.5;36.2;28.4;3.3;22.5;35.6;5298;619;4193;6635;;;3;2;Page;Virginia;24042;38.604441;-78.500392
VIRGINIA;Patrick;51;141;27.9;3.2;22.2;34.7;27.5;3;22.2;33.7;4107;450;3308;5038;;;3;2;Patrick;Virginia;18490;36.655724;-80.282113
VIRGINIA;Petersburg;51;730;34.3;3.5;28.1;41.8;34.3;3.4;28.2;41.3;8135;802;6689;9810;;;5;5;Petersburg;Virginia;32420;37.210514;-77.396848
VIRGINIA;Pittsylvania;51;143;28.4;2.3;24.1;33.3;28.5;2.2;24.4;33.1;13400;1040;11450;15580;;;3;2;Pittsylvania;Virginia;63506;36.772086;-79.409643
VIRGINIA;Poquoson;51;735;26.1;3.4;20.1;33.4;26.4;3.3;20.5;33.3;2428;300;1889;3064;;;2;0;Poquoson;Virginia;12150;37.131625;-76.381322
VIRGINIA;Portsmouth;51;740;32.5;2.5;27.8;37.6;32.5;2.4;27.9;37.5;23090;1734;19830;26670;;;5;5;Portsmouth;Virginia;95535;36.833227;-76.35389
VIRGINIA;Powhatan;51;145;26.6;3.1;21;33.2;26.9;3.1;21.2;33.5;5727;670;4516;7124;;;2;1;Powhatan;Virginia;28046;37.546342;-77.872664
VIRGINIA;Prince Edward;51;147;30.4;3.1;24.8;37;30.1;3.1;24.6;36.7;4745;486;3870;5785;;;4;4;Prince Edward;Virginia;23368;37.259323;-78.423416
VIRGINIA;Prince George;51;149;29.6;2.9;24.3;35.7;30.1;3;24.7;36.5;8080;806;6624;9799;;;3;3;Prince George;Virginia;35725;37.215406;-77.293227
VIRGINIA;Prince William;51;153;27.4;1.9;23.9;31.2;27.9;1.9;24.3;31.8;69380;4761;60500;79230;;;2;1;Prince William;Virginia;402002;38.691636;-77.409683
VIRGINIA;Pulaski;51;155;26.1;3;20.9;32.6;26;2.9;20.9;32.1;7185;793;5773;8894;;;2;0;Pulaski;Virginia;34872;37.081529;-80.705779
VIRGINIA;Radford;51;750;26.1;3.1;20.5;32.6;25.7;3.3;19.8;32.5;3040;385;2344;3850;;;2;0;Radford;Virginia;16408;37.128676;-80.558831
VIRGINIA;Rappahannock;51;157;26;3.3;20;33.2;26.4;3.2;20.6;33.2;1474;180;1149;1851;;;2;0;Rappahannock;Virginia;7373;38.692393;-78.124495
VIRGINIA;Richmond;51;159;29.3;3.1;23.8;35.8;28.9;3;23.5;35.2;2166;224;1759;2637;;;3;3;Richmond;Virginia;9254;37.94866;-76.715071
VIRGINIA;Richmond;51;760;29.5;2.4;25.2;34.5;29.4;2.4;25.2;34.3;43630;3484;37290;50900;;;3;3;Richmond;Virginia;204214;37.53579;-77.466976
VIRGINIA;Roanoke;51;161;24.4;2.1;20.5;28.8;24.4;2;20.8;28.6;16820;1379;14310;19680;;;1;0;Roanoke;Virginia;92376;37.271414;-79.989575
VIRGINIA;Roanoke;51;770;31.1;2.7;26.1;36.9;30.8;2.6;26.1;36.3;21620;1818;18290;25460;;;4;4;Roanoke;Virginia;97032;37.278728;-79.960131
VIRGINIA;Rockbridge;51;163;28.6;3.4;22.5;36.1;28.3;3.2;22.5;35.2;4737;541;3761;5888;;;3;2;Rockbridge;Virginia;22307;37.786365;-79.428059
VIRGINIA;Rockingham;51;165;28.2;2.7;23.2;33.9;28.3;2.7;23.4;34;15700;1487;12960;18820;;;3;2;Rockingham;Virginia;76314;38.454851;-78.837195
VIRGINIA;Russell;51;167;27.2;3.1;21.5;33.7;27.2;3;21.8;33.6;6110;666;4890;7541;;;2;1;Russell;Virginia;28897;36.935284;-82.090612
VIRGINIA;Salem;51;775;26.9;3.3;20.9;33.8;26.7;3.2;20.8;33.4;5210;619;4071;6524;;;2;1;Salem;Virginia;24802;37.286115;-80.05573
VIRGINIA;Scott;51;169;27.1;3;21.7;33.5;26.8;2.8;21.6;32.8;4852;509;3918;5936;;;2;1;Scott;Virginia;23177;36.684532;-82.594258
VIRGINIA;Shenandoah;51;171;27.6;3.1;22.1;34.1;27.4;3;22.1;33.6;8502;917;6852;10450;;;3;1;Shenandoah;Virginia;41993;38.86825;-78.529664
VIRGINIA;Smyth;51;173;27.1;3.2;21.3;33.9;26.9;3.1;21.4;33.5;6649;757;5289;8270;;;2;1;Smyth;Virginia;32208;36.829257;-81.574231
VIRGINIA;Southampton;51;175;28.6;2.9;23.4;34.8;28.8;2.9;23.6;34.9;4148;414;3406;5030;;;3;2;Southampton;Virginia;18570;36.71473;-77.070645
VIRGINIA;Spotsylvania;51;177;28.1;2.7;23.3;33.7;28.5;2.7;23.6;34.2;24190;2290;20050;29010;;;3;2;Spotsylvania;Virginia;122397;38.238928;-77.571234
VIRGINIA;Stafford;51;179;26.7;2.4;22.1;31.7;27.4;2.5;22.6;32.6;23290;2146;19220;27720;;;2;1;Stafford;Virginia;128961;38.416536;-77.447823
VIRGINIA;Staunton;51;790;27;3.5;21.1;34.5;26.5;3.3;20.9;33.6;4900;605;3853;6207;;;2;1;Staunton;Virginia;23746;38.157796;-79.077956
VIRGINIA;Suffolk;51;800;30.6;2.6;25.8;36.1;30.8;2.6;26;36.2;18010;1513;15200;21200;;;4;4;Suffolk;Virginia;84585;36.776711;-76.556872
VIRGINIA;Surry;51;181;31.5;3.4;25.3;38.3;31.7;3.3;25.8;38.2;1721;177;1399;2076;;;4;4;Surry;Virginia;7058;37.118648;-76.867196
VIRGINIA;Sussex;51;183;32.2;3.3;26.1;39.1;32.2;3.3;26.2;39;3154;322;2567;3822;;;4;5;Sussex;Virginia;12087;36.972121;-77.210307
VIRGINIA;Tazewell;51;185;28.9;3.1;23.3;35.5;29;3;23.6;35.2;9854;1004;8027;11970;;;3;2;Tazewell;Virginia;45078;37.147549;-81.566563
VIRGINIA;Virginia Beach;51;810;24.8;1.9;21.3;28.7;25.1;1.9;21.5;29.1;78400;6004;67270;90850;;;1;0;Virginia Beach;Virginia;437994;36.821554;-76.099445
VIRGINIA;Warren;51;187;27.6;3.2;21.9;34.3;27.8;3.2;22.2;34.4;7438;853;5943;9222;;;3;1;Warren;Virginia;37575;38.925068;-78.179261
VIRGINIA;Washington;51;191;24.4;2.7;19.6;30.1;24.4;2.6;19.8;29.8;10160;1069;8221;12410;;;1;0;Washington;Virginia;54876;36.703579;-81.972246
VIRGINIA;Waynesboro;51;820;27.2;3.4;21;34.7;26.8;3.3;20.8;34;4394;543;3415;5568;;;2;1;Waynesboro;Virginia;21006;38.072013;-78.896755
VIRGINIA;Westmoreland;51;193;30;3.3;24.1;37;29.8;3.1;24.1;36.4;4007;418;3247;4901;;;4;3;Westmoreland;Virginia;17454;38.155269;-76.844011
VIRGINIA;Williamsburg;51;830;27.9;3.4;22;35.3;27;3.4;21;34.3;2350;295;1830;2991;;;3;2;Williamsburg;Virginia;14068;37.275866;-76.713075
VIRGINIA;Winchester;51;840;27.1;3.4;21.3;34.4;26.8;3.3;21.1;33.7;5140;631;4044;6477;;;2;1;Winchester;Virginia;26203;39.175174;-78.170343
VIRGINIA;Wise;51;195;31.6;3.1;25.9;37.8;31.6;3;26;37.7;9986;952;8225;11930;;;4;4;Wise;Virginia;41452;36.952922;-82.609349
VIRGINIA;Wythe;51;197;27.8;3.2;22;34.6;27.7;3.1;22;34.1;6151;685;4891;7572;;;3;2;Wythe;Virginia;29235;36.919123;-81.066298
